timestamp,inferred_regime,vol,spread,depth
14928,stress,0.0365,0.0302,113.8802
14932,normal,0.027,0.0364,92.8102
14935,normal,0.0424,0.0335,129.3066
14936,normal,0.0481,0.024,198.1449
14938,normal,0.034,0.0225,72.0989
14942,normal,0.0189,0.0208,118.7636
14944,normal,0.012,0.049,82.7907
14947,normal,0.0263,0.0209,155.4641
14952,normal,0.0256,0.0374,178.8837
14955,normal,0.032,0.0407,174.3838
14960,normal,0.0492,0.0375,128.0041
14963,normal,0.0146,0.041,59.6239
14965,normal,0.0452,0.0445,114.4575
14968,normal,0.014,0.023,158.6914
14969,normal,0.0119,0.0103,73.9334
14972,normal,0.0303,0.0393,55.6453
14973,normal,0.0148,0.0209,122.5701
14978,normal,0.0459,0.0478,132.9938
14981,normal,0.0314,0.0344,50.4863
14986,normal,0.041,0.0172,161.593
14989,stress,0.0837,0.0487,76.9757
14990,normal,0.0123,0.0272,67.599
14994,normal,0.0389,0.0258,73.5305
14995,normal,0.0453,0.0466,148.2237
14999,normal,0.0467,0.0308,145.9903
15001,normal,0.02,0.0341,63.3746
15005,normal,0.0173,0.0221,117.5358
15010,normal,0.0157,0.0419,199.4359
15011,stress,0.0356,0.0337,37.2179
15014,stress,0.0443,0.0822,104.6313
15018,stress,0.0516,0.0761,49.8827
15020,stress,0.0285,0.0822,53.5918
15022,stress,0.0705,0.0637,92.0859
15025,stress,0.027,0.0973,45.1378
15029,stress,0.0666,0.0245,63.2465
15032,stress,0.0565,0.0614,56.627
15033,stress,0.0849,0.08,80.0926
15037,stress,0.0968,0.0307,50.7913
15041,stress,0.0281,0.0317,113.0374
15046,stress,0.0851,0.087,57.0461
15049,stress,0.0258,0.0339,50.0332
15052,stress,0.0731,0.0814,76.3707
15053,stress,0.0883,0.074,91.0388
15054,stress,0.0953,0.0297,36.7152
15055,stress,0.051,0.0947,67.4024
15059,stress,0.0591,0.0538,59.407
15062,stress,0.0822,0.0458,45.6378
15066,stress,0.0966,0.0603,46.8422
15067,stress,0.0595,0.0303,58.0849
15070,stress,0.079,0.0342,59.9973
15075,stress,0.0878,0.074,112.717
15077,stress,0.0497,0.025,80.5504
15078,stress,0.0281,0.0829,33.7181
15082,stress,0.0856,0.0896,98.7674
15084,stress,0.095,0.0223,36.6348
15088,stress,0.0378,0.0217,37.3489
15090,stress,0.0845,0.0462,99.4492
15093,normal,0.0384,0.0461,58.1407
15094,normal,0.0122,0.0262,173.9375
15099,normal,0.0332,0.0358,139.8571
15104,normal,0.0226,0.0486,105.2757
15109,normal,0.0332,0.0198,134.7961
15114,normal,0.0286,0.0224,153.072
15118,stress,0.0797,0.0672,34.0386
15122,stress,0.0247,0.0826,58.1635
15125,normal,0.0151,0.0166,122.4556
15127,normal,0.0333,0.0435,68.483
15128,normal,0.0107,0.0448,180.055
15131,normal,0.0107,0.0452,95.8058
15133,normal,0.0346,0.0298,126.0633
15136,normal,0.0435,0.0331,112.8295
15141,normal,0.0148,0.0491,79.7414
15143,normal,0.0401,0.0216,66.6207
15144,normal,0.044,0.0279,184.0781
15145,normal,0.0351,0.0414,53.4549
15150,normal,0.0498,0.0338,125.6662
15155,normal,0.0106,0.0293,170.9775
15156,normal,0.0218,0.0476,114.3958
15159,normal,0.0384,0.0237,63.8548
15162,stress,0.0463,0.034,68.7871
15165,stress,0.0448,0.0907,119.5039
15168,stress,0.0721,0.0309,76.6776
15172,normal,0.0332,0.0402,79.9156
15174,stress,0.0841,0.0667,55.1057
15176,stress,0.061,0.0759,81.7915
15177,stress,0.0699,0.0409,69.6864
15181,stress,0.065,0.0578,59.4393
15185,stress,0.0418,0.0415,66.4567
15190,stress,0.0804,0.021,67.6899
15191,stress,0.0941,0.0565,77.0679
15193,stress,0.0459,0.0272,49.9485
15196,stress,0.077,0.0988,82.8386
15200,stress,0.0608,0.0997,63.7963
15204,stress,0.0919,0.0788,98.4888
15206,stress,0.039,0.0266,86.719
15209,stress,0.0533,0.0769,42.1441
15210,stress,0.0926,0.0603,67.1127
15214,stress,0.0321,0.0794,93.0665
15217,stress,0.0294,0.0832,105.9363
15219,stress,0.0201,0.0729,43.4384
15221,stress,0.0683,0.0618,108.5897
15222,stress,0.0226,0.0713,60.632
15223,stress,0.0931,0.066,39.091
15225,normal,0.0198,0.0353,188.3112
15228,normal,0.0238,0.0263,102.8123
15232,normal,0.0184,0.0484,58.4105
15234,stress,0.0412,0.0292,90.1136
15237,stress,0.0377,0.06,119.358
15238,stress,0.0214,0.0601,116.1831
15239,stress,0.0701,0.0936,32.7981
15244,stress,0.0552,0.0451,60.0867
15248,stress,0.0718,0.0743,41.3448
15249,stress,0.0215,0.0937,59.4688
15252,stress,0.0229,0.0909,46.3952
15254,stress,0.0437,0.0582,110.552
15259,stress,0.0728,0.0809,41.4993
15260,stress,0.0655,0.0501,98.6907
15262,stress,0.0944,0.0652,118.3107
15265,stress,0.056,0.0617,81.8297
15267,stress,0.0779,0.0496,45.9105
15270,stress,0.0355,0.0869,31.689
15272,normal,0.0254,0.0273,64.2827
15274,normal,0.0242,0.0308,146.3727
15278,normal,0.0176,0.0311,111.4105
15283,normal,0.0448,0.0328,139.8885
15288,normal,0.0465,0.0429,123.4472
15293,normal,0.0273,0.0145,68.6496
15296,normal,0.0308,0.0378,107.8659
15300,normal,0.0168,0.0462,170.5722
15301,normal,0.0245,0.0204,172.5973
15304,normal,0.0303,0.0482,178.2929
15307,normal,0.0234,0.0244,194.6617
15310,normal,0.0351,0.0495,92.861
15311,normal,0.0265,0.0219,52.4753
15314,normal,0.0304,0.0275,75.702
15315,normal,0.0452,0.0303,140.154
15316,normal,0.0264,0.0241,187.7807
15319,normal,0.0212,0.0161,186.5896
15320,normal,0.0359,0.0189,130.6393
15323,normal,0.0426,0.03,148.4168
15328,normal,0.0471,0.044,134.7829
15333,normal,0.0233,0.019,133.0984
15335,stress,0.0661,0.0254,117.9264
15337,normal,0.0491,0.0167,160.4319
15338,normal,0.0164,0.0129,144.0815
15340,normal,0.0453,0.0349,137.3921
15344,normal,0.0345,0.0385,127.4537
15348,normal,0.0313,0.0406,167.6876
15352,stress,0.0508,0.0715,114.8278
15355,stress,0.0576,0.0954,96.9978
15356,stress,0.0661,0.0529,54.7721
15357,stress,0.0885,0.0394,32.1167
15361,stress,0.02,0.0847,43.0847
15364,stress,0.0335,0.0315,72.3214
15368,normal,0.0239,0.0127,155.8086
15372,normal,0.0163,0.0206,64.573
15376,normal,0.0288,0.0433,161.1719
15379,normal,0.0462,0.0454,101.3691
15380,normal,0.035,0.0105,81.7362
15382,normal,0.0344,0.0171,148.2991
15385,normal,0.0268,0.0291,150.7075
15388,normal,0.0215,0.0349,150.3314
15392,normal,0.0158,0.0213,57.9738
15394,normal,0.0209,0.025,66.0245
15396,normal,0.0382,0.0433,93.0161
15399,stress,0.0872,0.0537,100.8381
15402,stress,0.0605,0.021,89.2702
15407,normal,0.0115,0.0375,193.7178
15410,normal,0.0296,0.0302,98.7013
15412,normal,0.0257,0.0149,77.272
15416,normal,0.0232,0.0449,106.1373
15419,normal,0.0111,0.0328,129.6913
15424,normal,0.0383,0.0211,75.0679
15428,normal,0.0104,0.0436,151.0948
15433,stress,0.0427,0.0256,108.7077
15435,stress,0.0565,0.0633,80.8651
15440,normal,0.0272,0.0377,199.0475
15442,normal,0.0265,0.0448,168.6324
15447,normal,0.0394,0.0302,144.0264
15452,normal,0.0488,0.0469,154.7816
15457,stress,0.0703,0.0919,44.4663
15459,stress,0.0878,0.0431,72.362
15461,normal,0.0202,0.0257,129.5592
15464,normal,0.0204,0.0116,149.9856
15469,normal,0.032,0.0276,160.3676
15471,normal,0.0325,0.0373,94.5512
15475,normal,0.0338,0.0253,159.3867
15480,normal,0.0297,0.03,77.8768
15482,normal,0.0442,0.0217,109.2436
15486,normal,0.0236,0.0196,176.1655
15488,normal,0.0346,0.0204,50.6657
15491,normal,0.0391,0.0487,126.2262
15493,normal,0.0154,0.0179,160.3952
15498,normal,0.0179,0.028,190.2327
15501,normal,0.0418,0.0439,151.3056
15504,normal,0.039,0.0228,113.2276
15509,normal,0.0464,0.0423,155.2176
15512,normal,0.0167,0.0242,162.2587
15516,normal,0.0123,0.0429,116.5794
15520,normal,0.0292,0.0142,184.3617
15522,normal,0.0463,0.0427,62.6335
15523,normal,0.0424,0.0102,106.9686
15528,normal,0.0135,0.011,91.8651
15530,stress,0.0963,0.0947,62.9211
15533,stress,0.0361,0.0804,119.834
15535,stress,0.0511,0.0348,91.4293
15537,stress,0.073,0.0885,83.2786
15542,stress,0.0679,0.0285,60.8155
15543,stress,0.0355,0.0862,59.7683
15548,normal,0.014,0.0205,114.7076
15550,normal,0.0334,0.0453,82.2059
15551,normal,0.0339,0.0235,61.2285
15556,normal,0.0314,0.0446,159.985
15557,normal,0.0257,0.0357,117.3466
15558,normal,0.0247,0.0126,71.0652
15559,normal,0.034,0.012,81.542
15561,normal,0.0461,0.0415,90.3085
15565,normal,0.0189,0.0429,198.5974
15569,normal,0.0462,0.0293,160.6412
15572,normal,0.0378,0.0363,70.3364
15577,normal,0.0456,0.0202,187.6144
15582,stress,0.0369,0.079,58.8144
15583,stress,0.0882,0.0885,51.2363
15588,stress,0.0668,0.0689,104.7323
15593,stress,0.0671,0.0889,93.8444
15598,stress,0.0983,0.0271,109.5307
15601,stress,0.0441,0.0467,55.1039
15605,stress,0.02,0.0381,76.6398
15607,stress,0.0692,0.0211,119.9701
15609,stress,0.0771,0.0429,42.1115
15614,stress,0.0998,0.0506,76.4553
15616,stress,0.0491,0.0745,110.2802
15618,stress,0.0566,0.0639,96.6575
15623,normal,0.0455,0.0238,107.9028
15628,normal,0.0329,0.0166,193.8792
15630,normal,0.0427,0.0308,102.5931
15633,normal,0.0401,0.0381,174.7216
15637,stress,0.0506,0.0827,67.588
15641,stress,0.0784,0.047,65.9886
15644,stress,0.0736,0.0302,74.1103
15647,normal,0.0471,0.0158,99.8832
15651,normal,0.0303,0.0369,146.7087
15653,normal,0.0156,0.0159,145.0062
15657,normal,0.0345,0.0333,194.1702
15659,normal,0.0431,0.0436,171.5146
15660,normal,0.0114,0.0403,152.9875
15663,normal,0.0361,0.0242,142.1144
15664,normal,0.0338,0.0169,164.5576
15669,normal,0.0316,0.0406,153.2798
15673,normal,0.0389,0.0324,96.1114
15678,normal,0.045,0.0235,84.102
15683,stress,0.0836,0.0918,106.0431
15688,stress,0.0849,0.0228,118.502
15692,stress,0.076,0.0865,95.5978
15693,stress,0.0868,0.051,109.5558
15698,stress,0.0623,0.0435,57.7648
15703,stress,0.022,0.0637,30.0307
15705,stress,0.0465,0.0436,117.3125
15707,normal,0.0189,0.0439,140.0577
15708,stress,0.0448,0.0789,104.7766
15711,normal,0.0313,0.0263,157.2018
15712,normal,0.0331,0.0189,108.5095
15714,normal,0.0233,0.0104,191.3913
15718,normal,0.0337,0.0247,85.3558
15723,normal,0.0148,0.0351,63.1738
15725,normal,0.0219,0.0117,147.3028
15730,stress,0.0589,0.093,82.0733
15731,stress,0.043,0.0729,96.92
15734,stress,0.032,0.061,95.9357
15737,stress,0.0535,0.0354,88.0448
15742,normal,0.044,0.0342,159.7663
15743,stress,0.0317,0.0846,41.2874
15747,stress,0.0421,0.0359,92.8099
15750,stress,0.0954,0.0359,108.9409
15753,normal,0.0136,0.0234,74.9206
15758,normal,0.0432,0.0471,137.846
15759,stress,0.0837,0.0426,59.4793
15763,stress,0.0359,0.073,61.2941
15766,stress,0.0696,0.0246,83.6607
15769,stress,0.0665,0.0879,35.6309
15774,stress,0.0631,0.0868,104.5362
15777,stress,0.0934,0.0978,73.1307
15779,normal,0.0291,0.0191,133.3756
15783,normal,0.044,0.0342,171.9401
15787,normal,0.0336,0.0194,51.8362
15788,normal,0.021,0.0407,90.8633
15791,stress,0.0829,0.0432,53.1418
15792,stress,0.0254,0.0975,70.9199
15795,normal,0.0134,0.0458,154.2177
15798,normal,0.0186,0.0345,148.1795
15799,normal,0.0165,0.012,81.9762
15803,normal,0.0203,0.0178,181.3278
15805,normal,0.047,0.0123,112.2128
15806,normal,0.0309,0.0302,126.5253
15810,normal,0.0345,0.0345,98.3517
15815,normal,0.0354,0.0158,128.5807
15816,normal,0.0249,0.0375,175.7619
15818,normal,0.0451,0.0125,163.1232
15820,normal,0.0154,0.0232,133.9222
15822,normal,0.0133,0.0459,86.8129
15827,normal,0.0393,0.0404,84.0736
15832,normal,0.0213,0.0402,168.475
15833,normal,0.0125,0.043,66.367
15834,normal,0.0457,0.014,167.3548
15837,stress,0.0672,0.0641,39.7364
15840,stress,0.0422,0.0298,72.7575
15841,stress,0.0904,0.0266,84.278
15846,stress,0.0207,0.0666,36.5442
15850,stress,0.0392,0.0852,85.6339
15855,stress,0.0894,0.0686,78.3583
15860,stress,0.093,0.049,113.0467
15865,stress,0.0323,0.0327,90.8301
15868,stress,0.0859,0.0733,92.3035
15870,stress,0.0224,0.0698,52.1709
15871,stress,0.043,0.0206,61.0655
15876,stress,0.0445,0.0971,103.6151
15878,stress,0.0684,0.0885,90.6532
15882,normal,0.0275,0.0343,186.9922
15886,normal,0.0205,0.0134,168.5592
15887,normal,0.0163,0.0209,175.4563
15892,normal,0.0269,0.0142,159.0668
15896,normal,0.0155,0.0451,103.5918
15899,normal,0.0219,0.0138,75.8656
15903,stress,0.072,0.0977,92.0431
15904,normal,0.0397,0.0364,119.0163
15909,normal,0.024,0.0256,108.5494
15912,normal,0.0257,0.0314,113.7837
15914,normal,0.0178,0.0481,104.1524
15918,normal,0.0207,0.0232,107.106
15923,normal,0.0177,0.036,167.1613
15927,normal,0.0251,0.032,69.4576
15930,stress,0.0932,0.0906,33.1528
15935,stress,0.0339,0.0244,62.9491
15936,stress,0.0261,0.0442,68.8107
15937,stress,0.0548,0.0504,103.7249
15939,stress,0.0607,0.0452,74.286
15944,stress,0.065,0.0246,35.1473
15946,stress,0.0598,0.0287,71.2345
15951,stress,0.0367,0.0889,89.7609
15954,stress,0.0483,0.0365,81.4831
15955,stress,0.0332,0.0939,101.877
15960,stress,0.0427,0.0628,67.4222
15964,normal,0.0483,0.0133,148.2695
15965,normal,0.0389,0.0309,156.0857
15966,normal,0.0395,0.0142,191.3435
15968,normal,0.0332,0.0469,78.2043
15970,normal,0.011,0.0407,188.2631
15971,stress,0.0571,0.0522,82.6888
15975,stress,0.0471,0.0588,85.7964
15977,stress,0.056,0.0969,31.0923
15981,stress,0.0476,0.0885,53.3863
15986,stress,0.0704,0.053,90.6628
15989,stress,0.0477,0.0626,87.6532
15994,stress,0.0499,0.0858,51.1038
15995,stress,0.0594,0.0419,98.139
15997,stress,0.0448,0.096,54.1362
15999,stress,0.0279,0.0291,34.5307
16004,stress,0.0591,0.0933,45.3026
16008,stress,0.0257,0.0508,47.3492
16011,stress,0.0336,0.0214,119.2852
16012,stress,0.0778,0.0366,35.602
16014,stress,0.0354,0.0862,86.0808
16015,stress,0.0233,0.0336,43.5644
16020,stress,0.0622,0.039,87.1528
16023,stress,0.0574,0.0604,48.5909
16024,stress,0.0819,0.0432,82.8379
16027,stress,0.0943,0.0699,102.8013
16030,stress,0.0972,0.065,90.507
16035,stress,0.0714,0.0874,92.9864
16040,stress,0.0786,0.0757,100.9074
16044,stress,0.0933,0.0469,34.1094
16047,stress,0.0711,0.0404,74.8961
16051,stress,0.0553,0.0803,41.1246
16052,stress,0.0795,0.049,44.2796
16057,stress,0.061,0.0891,89.4646
16061,stress,0.0939,0.0709,74.7461
16066,stress,0.0928,0.0988,50.4339
16068,stress,0.0929,0.0707,119.1508
16069,stress,0.0637,0.0475,53.0306
16074,stress,0.0234,0.0594,87.794
16078,stress,0.0602,0.0903,81.5866
16081,normal,0.0388,0.0134,83.8088
16086,normal,0.0296,0.0143,134.385
16090,normal,0.0416,0.0382,83.5361
16091,normal,0.0489,0.0197,80.1291
16094,normal,0.023,0.0455,127.6392
16099,normal,0.0426,0.0453,72.6561
16104,normal,0.0401,0.0411,64.8343
16108,normal,0.0312,0.0148,181.6064
16111,normal,0.0274,0.0303,197.5373
16113,normal,0.028,0.0385,122.4923
16115,normal,0.0178,0.0305,186.801
16119,normal,0.0454,0.0303,86.3113
16121,normal,0.042,0.0451,169.9961
16125,normal,0.0213,0.044,195.6305
16130,normal,0.0187,0.0154,158.3116
16135,normal,0.0267,0.0302,120.0892
16138,normal,0.0287,0.0272,78.1315
16141,normal,0.0376,0.0211,193.3442
16144,normal,0.0264,0.0162,192.9599
16146,stress,0.0541,0.0907,110.9363
16148,stress,0.0614,0.0463,52.1254
16151,stress,0.0553,0.0334,37.1254
16156,stress,0.0578,0.0812,42.1455
16157,normal,0.0398,0.0186,129.1666
16159,normal,0.0495,0.0192,50.1115
16161,normal,0.03,0.0159,190.1502
16164,normal,0.0452,0.0311,192.7692
16168,normal,0.0281,0.0225,155.2394
16173,normal,0.0434,0.0122,124.1292
16178,normal,0.0201,0.0466,50.3791
16181,stress,0.0428,0.04,119.5923
16183,normal,0.0101,0.0162,177.5463
16186,normal,0.0371,0.0386,131.447
16189,normal,0.0233,0.045,76.3669
16194,normal,0.0138,0.0455,173.2078
16196,normal,0.0413,0.0489,102.4775
16201,normal,0.0229,0.0483,102.0448
16205,normal,0.0204,0.0279,195.258
16209,normal,0.0247,0.0472,92.7323
16213,stress,0.072,0.0946,34.3322
16214,normal,0.0379,0.0454,178.0297
16216,normal,0.0374,0.0153,133.7289
16219,normal,0.0413,0.0254,182.5062
16220,normal,0.0111,0.0476,150.7916
16221,normal,0.038,0.0288,73.0617
16224,normal,0.0345,0.0332,185.2495
16229,normal,0.0228,0.0183,62.5246
16232,normal,0.0135,0.0369,188.4431
16233,normal,0.0483,0.0465,141.4169
16236,normal,0.0244,0.0298,107.3858
16237,normal,0.0436,0.0329,108.1348
16241,normal,0.0335,0.0158,87.8547
16245,normal,0.0434,0.0478,174.6463
16250,normal,0.0139,0.0151,147.1706
16252,normal,0.0193,0.026,62.2232
16257,normal,0.0138,0.0152,103.8894
16261,normal,0.0178,0.0449,51.1629
16266,normal,0.0112,0.0118,86.0973
16268,normal,0.0362,0.0433,186.0405
16272,normal,0.0232,0.011,144.9273
16274,normal,0.0276,0.0336,88.6838
16279,normal,0.0327,0.0129,109.3654
16281,normal,0.0157,0.0195,91.0015
16286,normal,0.0487,0.0203,166.9926
16291,normal,0.0163,0.02,104.8154
16294,normal,0.0268,0.0337,181.988
16296,normal,0.0152,0.0333,183.5624
16300,normal,0.0243,0.0193,198.1017
16303,normal,0.0163,0.048,112.1119
16306,normal,0.0173,0.0377,193.6737
16308,normal,0.0347,0.0475,194.8116
16311,normal,0.031,0.0257,156.5811
16314,normal,0.0277,0.048,66.9427
16317,normal,0.0455,0.0314,182.2593
16319,stress,0.082,0.0317,33.3161
16322,stress,0.0853,0.0449,33.2503
16326,normal,0.0344,0.018,191.31
16329,stress,0.039,0.021,33.8622
16334,stress,0.0261,0.092,38.52
16335,stress,0.0419,0.0555,54.4029
16339,normal,0.0141,0.0146,145.1888
16342,normal,0.0424,0.011,126.3471
16343,normal,0.0396,0.046,164.7739
16346,normal,0.0372,0.0441,189.9051
16350,normal,0.039,0.0495,183.4452
16353,stress,0.0982,0.0615,91.1129
16355,stress,0.0249,0.0377,108.284
16356,stress,0.0669,0.0956,52.4686
16357,stress,0.0988,0.0247,78.3589
16361,stress,0.0545,0.0645,30.8004
16363,stress,0.0375,0.0585,79.3865
16365,stress,0.0899,0.0951,108.0927
16366,stress,0.0494,0.0492,99.0765
16367,stress,0.0979,0.0795,47.8528
16371,stress,0.0993,0.0758,53.7182
16376,normal,0.0451,0.0409,164.1988
16377,normal,0.0449,0.0299,188.8421
16379,normal,0.0469,0.0245,191.6273
16383,normal,0.0357,0.0165,158.7346
16386,normal,0.0378,0.0152,97.0104
16391,normal,0.0453,0.0415,153.2696
16394,normal,0.0428,0.0105,172.6669
16398,normal,0.0409,0.0225,138.3537
16401,normal,0.036,0.0486,133.903
16404,stress,0.0551,0.0868,99.461
16405,stress,0.0929,0.0692,113.0905
16406,stress,0.0265,0.04,44.4117
16410,stress,0.0799,0.0799,64.8704
16414,stress,0.0992,0.0368,63.7611
16417,stress,0.0919,0.0524,33.8969
16420,stress,0.0877,0.0291,111.2484
16423,stress,0.0872,0.0301,92.724
16426,stress,0.057,0.0649,101.8796
16429,stress,0.0496,0.0687,49.4031
16433,stress,0.0237,0.076,103.9587
16435,stress,0.0574,0.0799,111.3063
16436,stress,0.0331,0.0752,107.142
16440,stress,0.0387,0.089,97.608
16443,stress,0.0743,0.0999,65.6516
16444,stress,0.0259,0.0821,87.7899
16447,normal,0.0379,0.0485,152.081
16452,normal,0.0459,0.0461,142.9077
16453,normal,0.0498,0.0414,56.3999
16458,normal,0.0234,0.011,51.7766
16459,normal,0.0253,0.0437,96.9834
16462,normal,0.0475,0.0428,72.1063
16466,normal,0.0295,0.0171,156.6537
16468,normal,0.0142,0.0196,51.3603
16471,normal,0.0246,0.0284,132.827
16475,normal,0.0103,0.0245,196.5611
16479,normal,0.0394,0.0382,120.485
16480,normal,0.0345,0.0177,79.7751
16481,normal,0.0399,0.0267,74.654
16486,normal,0.0205,0.0396,92.3576
16491,normal,0.0247,0.0371,101.7735
16493,normal,0.0138,0.0117,183.0498
16496,normal,0.0275,0.0156,54.5107
16499,normal,0.0123,0.0335,133.0891
16502,normal,0.0195,0.0103,154.5527
16507,stress,0.0861,0.0719,110.0772
16510,stress,0.0837,0.0703,93.9949
16514,stress,0.0408,0.0633,63.4819
16518,stress,0.0615,0.0718,48.9764
16521,stress,0.0871,0.0824,79.7297
16526,stress,0.0618,0.0828,104.2118
16529,normal,0.0368,0.0445,163.4489
16530,normal,0.011,0.0439,184.8339
16534,normal,0.0291,0.0327,191.2027
16535,normal,0.0204,0.0218,65.5777
16537,normal,0.0318,0.0109,71.7215
16540,normal,0.0275,0.0437,133.8538
16542,normal,0.0349,0.0293,134.5831
16545,normal,0.0125,0.0383,158.6945
16547,normal,0.0185,0.0119,116.2316
16551,normal,0.0208,0.014,70.3887
16556,stress,0.0557,0.0793,44.6155
16560,stress,0.0966,0.0423,118.0223
16562,stress,0.0568,0.0275,98.237
16564,stress,0.041,0.0258,42.7471
16566,stress,0.0568,0.0373,86.5664
16569,stress,0.0264,0.0748,51.4259
16574,stress,0.0834,0.0229,86.5672
16577,stress,0.0341,0.0284,113.6199
16581,stress,0.0568,0.0623,88.3867
16586,stress,0.0614,0.0877,72.0849
16587,stress,0.0625,0.0963,49.6197
16588,stress,0.0544,0.043,59.2181
16590,stress,0.0723,0.0625,77.6376
16591,stress,0.0996,0.0864,94.4408
16592,stress,0.0827,0.0742,84.4957
16596,stress,0.0786,0.0979,67.5303
16601,stress,0.042,0.0813,118.9076
16603,stress,0.0813,0.0371,91.0024
16607,stress,0.0873,0.0772,52.3771
16609,stress,0.0531,0.0936,43.7807
16614,stress,0.0957,0.0959,89.2928
16618,stress,0.0652,0.0417,59.8552
16619,stress,0.038,0.0363,34.2156
16622,stress,0.0595,0.0884,69.7708
16625,stress,0.0353,0.0517,113.9053
16629,stress,0.0413,0.0561,89.3684
16632,normal,0.0256,0.0355,128.3974
16636,normal,0.0438,0.0347,63.4956
16639,normal,0.026,0.0222,117.2897
16643,stress,0.0741,0.0616,111.6426
16648,stress,0.0226,0.0626,41.6299
16653,stress,0.047,0.0946,94.5851
16656,stress,0.0368,0.0623,33.1835
16657,stress,0.0547,0.0738,88.8307
16661,stress,0.0571,0.0334,40.5571
16663,normal,0.0298,0.014,176.6824
16665,normal,0.0221,0.0191,50.2116
16670,normal,0.0483,0.0282,95.6124
16671,normal,0.0481,0.0419,152.894
16672,normal,0.0483,0.0347,62.9631
16675,normal,0.0492,0.0326,69.3789
16676,normal,0.0393,0.0196,108.2269
16678,normal,0.0382,0.0499,124.3685
16679,normal,0.0371,0.0186,101.0384
16684,normal,0.0116,0.0159,152.4036
16687,normal,0.019,0.0401,104.2586
16689,normal,0.0117,0.0496,142.9936
16690,normal,0.0459,0.0466,171.0305
16693,normal,0.0266,0.0128,103.4025
16696,normal,0.0103,0.0249,175.727
16698,normal,0.0279,0.0227,170.999
16703,normal,0.0474,0.019,172.179
16705,normal,0.0487,0.0342,194.6763
16710,normal,0.0101,0.0446,77.4794
16714,normal,0.0434,0.0252,105.9755
16719,normal,0.038,0.0114,138.0571
16720,stress,0.0439,0.0596,117.0373
16723,stress,0.034,0.044,53.6521
16724,normal,0.045,0.0248,161.4791
16728,stress,0.0499,0.095,70.636
16730,stress,0.0827,0.0552,71.6051
16734,normal,0.0312,0.0433,99.5807
16736,normal,0.0408,0.0197,62.5777
16740,normal,0.0212,0.0108,197.3904
16744,stress,0.0744,0.0761,36.7459
16745,stress,0.0992,0.0715,38.3572
16749,stress,0.0613,0.0205,116.8335
16753,stress,0.0994,0.0305,106.5765
16756,stress,0.0341,0.0399,62.8706
16757,stress,0.0893,0.0546,103.236
16762,stress,0.0252,0.0904,67.2708
16766,stress,0.0951,0.0335,66.5389
16768,stress,0.0267,0.0796,40.1356
16771,stress,0.0766,0.0432,72.5309
16775,stress,0.0472,0.0474,112.7637
16777,stress,0.084,0.0914,111.7208
16781,stress,0.0209,0.0282,44.0768
16782,stress,0.0856,0.0797,112.3369
16785,stress,0.0242,0.0694,82.5846
16787,stress,0.0644,0.0941,84.818
16790,stress,0.0605,0.0646,52.4461
16794,stress,0.066,0.0874,79.918
16797,stress,0.0926,0.0988,75.2459
16798,stress,0.0934,0.0649,108.1684
16801,stress,0.0875,0.0241,80.0007
16805,stress,0.0924,0.0415,81.3177
16810,stress,0.0702,0.0923,97.546
16815,stress,0.0753,0.0592,80.4137
16816,stress,0.0606,0.0697,34.6811
16820,normal,0.0279,0.0431,99.1315
16821,normal,0.0401,0.0241,70.1062
16824,normal,0.0151,0.0398,184.3588
16828,stress,0.0244,0.0992,46.8546
16829,stress,0.0576,0.0883,65.0778
16834,stress,0.0392,0.0781,91.6659
16839,normal,0.0166,0.0271,123.0828
16840,normal,0.034,0.0243,126.5421
16841,normal,0.0333,0.0416,138.5493
16843,normal,0.0305,0.0441,111.5856
16846,normal,0.0144,0.028,182.1839
16848,normal,0.0112,0.0123,56.8123
16853,normal,0.0421,0.0406,172.2667
16854,normal,0.0174,0.0215,102.6045
16858,normal,0.0289,0.045,58.9318
16861,normal,0.0414,0.0309,121.561
16862,normal,0.0252,0.0102,64.9748
16867,normal,0.0277,0.0352,122.3255
16869,normal,0.0286,0.0184,54.3079
16872,normal,0.0228,0.0107,150.0909
16875,stress,0.0523,0.0596,114.4406
16879,stress,0.0383,0.0518,119.777
16881,stress,0.0717,0.0537,69.0031
16883,stress,0.0699,0.0676,109.8541
16888,stress,0.0247,0.057,103.6999
16893,stress,0.0784,0.0649,117.5796
16897,stress,0.0701,0.0594,98.4149
16900,stress,0.032,0.0703,63.1726
16901,stress,0.0267,0.074,80.2641
16903,stress,0.0211,0.078,114.44
16904,stress,0.0832,0.0485,71.7661
16909,stress,0.0621,0.0773,30.9092
16911,stress,0.0332,0.0594,117.9485
16914,stress,0.0753,0.0814,75.3751
16919,stress,0.0861,0.0777,74.3095
16920,stress,0.0639,0.0838,96.1096
16922,stress,0.0778,0.0568,104.2973
16924,stress,0.071,0.0366,117.4701
16925,stress,0.0758,0.0396,74.4951
16928,stress,0.0711,0.0435,113.3103
16930,stress,0.0468,0.0731,119.6888
16934,normal,0.0494,0.0241,154.255
16935,normal,0.039,0.0477,80.6016
16936,normal,0.0292,0.025,144.0856
16940,stress,0.087,0.0301,80.1269
16945,stress,0.0855,0.0326,68.5612
16947,stress,0.0658,0.072,74.2765
16952,stress,0.0535,0.0441,45.0465
16957,stress,0.0325,0.0276,76.1274
16960,stress,0.0208,0.0985,74.5733
