timestamp,asset,midprice,spread,volatility,regime,orderflow_imbalance,bid_size_0,bid_size_1,bid_size_2,bid_size_3,bid_size_4,ask_size_0,ask_size_1,ask_size_2,ask_size_3,ask_size_4
170,ASSET_C,104.0437,0.0381,0.025,normal,0.629,91.8913,122.5777,200.928,79.9046,245.3325,179.0519,62.8666,79.6673,341.6736,87.2771
171,ASSET_E,108.4701,0.0449,0.0412,normal,-0.3017,36.2204,293.0408,127.2693,148.4792,124.2595,13.5616,105.8841,26.9704,134.1827,148.0353
172,ASSET_D,106.556,0.0475,0.0412,normal,-0.2585,22.64,67.3494,75.045,145.6429,45.3852,197.0436,221.1792,154.4205,140.536,66.8477
173,ASSET_B,102.0512,0.0376,0.0112,normal,0.2335,71.1735,23.3893,49.0329,141.7754,34.2193,18.6375,56.216,37.7014,46.2455,69.4356
174,ASSET_D,105.7866,0.0368,0.0126,normal,-0.1788,20.2194,91.3968,19.2406,98.6829,23.7538,99.6484,17.9619,34.5744,74.6267,108.3884
175,ASSET_C,103.952,0.0186,0.0493,normal,-0.0322,85.2499,94.2996,112.9929,37.7988,54.7237,44.0,126.3514,55.5953,119.3979,26.0025
176,ASSET_E,107.8804,0.0363,0.0259,normal,-0.0802,64.5544,50.5952,96.3786,89.6096,147.6012,34.4208,62.8191,28.782,57.7364,33.7153
177,ASSET_E,107.8512,0.0385,0.0219,normal,-0.6499,82.8337,12.6414,68.1737,26.7269,30.9227,298.3554,75.8013,10.5678,166.3772,92.8147
178,ASSET_B,102.0634,0.0395,0.0107,stress,0.1821,128.755,28.7129,21.4806,220.7114,168.7906,59.2761,237.1316,118.682,82.5729,57.2169
179,ASSET_D,106.0972,0.0125,0.035,normal,-0.4265,24.9891,4.5502,56.4317,21.3839,63.5753,18.9098,154.0214,55.4577,124.8793,88.2248
180,ASSET_B,101.6433,0.0285,0.0261,normal,0.7375,106.6352,115.6486,200.7491,55.6825,120.1707,65.652,161.9674,114.2327,67.4357,39.5498
181,ASSET_D,106.9342,0.0442,0.0489,normal,0.5433,66.5353,126.6057,68.9693,91.1241,6.0568,60.6292,203.7076,20.993,82.0556,50.8253
182,ASSET_A,99.8084,0.0106,0.0446,normal,0.9191,28.5205,106.4194,51.4644,129.5501,139.0354,41.4526,59.2597,267.21,53.8241,117.1536
183,ASSET_E,107.1996,0.0495,0.0332,normal,-0.8699,124.2684,46.2824,45.3002,45.2679,185.0655,82.7867,101.6704,106.8649,237.188,23.8667
184,ASSET_C,103.8202,0.0237,0.0312,normal,0.6415,88.3347,190.2062,282.0049,79.5016,59.553,103.5002,154.2583,20.8394,103.7174,106.7822
185,ASSET_E,107.565,0.0257,0.0379,normal,0.2044,49.8378,72.8946,35.7364,166.789,52.3355,112.6423,54.1795,75.2739,104.4707,124.8815
186,ASSET_D,106.1582,0.0476,0.0364,normal,0.6008,18.8098,139.3566,42.7643,39.3448,49.0152,48.4233,30.4255,104.117,78.9613,41.1938
187,ASSET_D,106.266,0.0497,0.0364,normal,0.6717,165.9858,194.731,55.0096,160.2238,108.0031,31.605,123.6356,145.4986,36.4901,23.2376
188,ASSET_D,106.1521,0.011,0.0175,normal,-0.2947,91.1425,14.3677,23.4583,283.4292,116.01,61.2567,126.4138,55.0483,48.2578,79.6678
189,ASSET_D,105.8846,0.0374,0.0121,normal,0.6466,175.4049,43.5297,142.3765,217.9928,165.5424,187.8642,229.1666,236.2566,188.2723,111.2951
190,ASSET_C,104.1129,0.0296,0.0128,normal,0.0999,60.3719,210.8991,96.5129,16.4403,74.6488,32.5092,28.2816,73.6665,81.0452,99.8096
191,ASSET_E,108.031,0.0442,0.016,normal,-0.2533,169.1656,219.2451,259.5066,110.0615,89.3244,174.3631,102.2713,138.76,67.5228,196.1529
192,ASSET_D,105.6887,0.018,0.0311,normal,-0.1617,90.7451,82.8096,81.3465,13.2684,43.8083,87.3535,37.2554,68.2696,62.653,140.7913
193,ASSET_A,100.1869,0.0559,0.0319,stress,-0.1056,165.8184,121.2273,10.8039,137.9253,77.9369,26.5019,48.5214,77.7725,109.7186,72.4359
194,ASSET_D,105.9671,0.0473,0.0122,normal,0.5926,15.9041,27.9814,262.2145,43.9182,114.9847,58.2178,146.3343,43.1086,104.8161,108.4835
195,ASSET_D,106.1206,0.0479,0.0132,normal,0.2782,61.805,237.2738,141.1209,180.4269,233.5862,100.1565,19.224,223.9258,105.4062,184.6886
196,ASSET_B,102.364,0.0346,0.0211,normal,0.2396,97.8121,143.1855,65.37,17.2014,144.9745,43.537,21.7755,411.741,29.219,219.7731
197,ASSET_A,100.3946,0.0188,0.0466,normal,0.3436,170.0237,92.7804,41.375,159.4372,164.3209,84.6137,78.8267,78.3084,72.7938,118.8713
198,ASSET_D,105.5433,0.0254,0.0412,normal,0.5565,258.6198,45.9675,52.6242,115.8028,177.1275,71.1313,176.5127,18.0029,130.505,49.7272
199,ASSET_A,100.2702,0.017,0.0271,normal,-0.1557,33.5947,74.853,76.9974,40.4729,111.4293,43.934,149.1517,195.7293,47.9734,135.5327
200,ASSET_E,108.0722,0.0465,0.0192,normal,0.2428,96.1728,125.063,215.6257,21.5978,58.5427,27.1878,46.8318,32.4011,133.1562,8.8385
201,ASSET_E,108.4601,0.0212,0.0435,stress,-0.8255,216.7072,125.6478,84.2978,86.3948,78.5035,162.0645,44.0588,98.5307,269.3866,36.9641
202,ASSET_C,104.354,0.0456,0.0218,normal,-0.676,87.4805,119.1425,30.6167,56.6288,287.3969,255.244,171.8933,23.4879,62.6328,157.4391
203,ASSET_C,103.5783,0.0179,0.0415,normal,-0.0025,47.9523,82.8664,93.4268,110.6434,13.6445,259.6645,199.7096,121.3635,102.1887,14.0059
204,ASSET_D,105.6353,0.0424,0.0456,normal,-0.7746,144.734,49.2943,113.9411,17.8288,148.5481,137.1451,40.9285,59.2878,89.0429,84.3804
205,ASSET_A,100.0596,0.0483,0.0325,normal,0.3649,30.2644,50.4851,57.8158,66.3306,77.6602,93.9938,219.77,107.8065,106.7483,86.7283
206,ASSET_C,104.006,0.0253,0.0422,normal,-0.2264,200.0566,264.0772,391.9242,40.7752,20.7894,8.5762,68.4161,135.7901,36.7405,193.7576
207,ASSET_D,106.0376,0.0283,0.0117,normal,-0.6846,181.6316,191.2897,127.5076,267.7556,44.1252,130.9973,254.108,8.1518,170.8334,14.9615
208,ASSET_E,107.3699,0.0416,0.0355,normal,0.6839,71.3266,80.7686,81.7892,237.6398,59.336,15.6129,167.3832,86.8695,92.8229,8.7708
209,ASSET_C,103.945,0.0439,0.0219,normal,-0.086,44.517,98.6339,70.7977,23.51,162.3216,27.7124,67.7345,113.8205,28.0213,5.5274
210,ASSET_E,108.355,0.0294,0.022,normal,-0.3753,126.3178,80.4794,124.1311,27.1084,3.7184,59.0349,147.6062,127.2798,178.6843,60.315
211,ASSET_A,99.5618,0.0478,0.0413,normal,0.0609,312.9389,175.6821,68.7541,89.2603,79.1,56.0527,51.1054,41.9438,86.8114,324.8519
212,ASSET_C,103.8697,0.0238,0.0467,normal,-0.6386,122.7474,82.8299,39.1359,60.7976,100.916,78.0567,71.141,111.8884,95.1714,112.6875
213,ASSET_A,99.8437,0.0178,0.02,normal,-0.1148,40.0787,16.0709,25.6315,89.4809,100.7284,93.6372,107.0823,152.0404,24.8978,102.6303
214,ASSET_E,107.8233,0.0986,0.0494,stress,0.5435,189.0358,26.8469,11.1259,79.6216,157.5072,180.2329,40.2306,96.6974,32.4588,108.0791
215,ASSET_D,106.0459,0.0734,0.0463,stress,-0.9602,300.4885,90.4658,18.134,64.9578,61.2147,42.5233,46.4389,38.7257,100.1066,152.2994
216,ASSET_D,106.4028,0.0418,0.0231,normal,-0.7373,46.7389,43.5023,63.3589,46.4862,109.3167,37.482,77.8078,105.413,88.6377,28.1409
217,ASSET_C,103.9789,0.0478,0.0135,normal,-0.9687,11.733,21.7776,46.6935,128.3825,181.3943,154.3525,87.71,20.9679,66.7502,9.4818
218,ASSET_E,108.1747,0.0928,0.0433,stress,-0.0701,25.5371,76.2011,259.1321,234.9774,47.4148,66.311,72.0433,62.1167,85.7645,26.3697
219,ASSET_D,106.5318,0.0352,0.0463,normal,0.6476,33.8114,88.1486,178.624,51.1733,114.1402,126.8356,276.7987,195.3498,108.9479,112.9744
220,ASSET_B,102.0287,0.0389,0.029,normal,-0.2518,14.5193,17.1976,105.5449,68.523,107.0548,31.6181,206.8086,37.8466,78.3614,139.223
221,ASSET_E,107.8342,0.0488,0.0363,normal,0.2931,253.3072,272.0619,266.5172,26.628,262.0962,79.9009,125.7788,86.5372,314.5155,56.2207
222,ASSET_B,101.5815,0.0693,0.0425,stress,0.6243,55.5162,77.5978,94.0958,157.8659,19.09,58.8877,346.5145,66.0948,163.7478,120.6242
223,ASSET_B,102.289,0.0637,0.0155,stress,0.1237,222.8246,43.3575,151.6888,18.3185,171.7699,77.7208,32.0551,132.478,39.0285,110.9022
224,ASSET_C,103.6325,0.0529,0.0482,stress,-0.3028,42.0647,117.4461,110.2259,39.4431,91.671,43.0344,11.0384,220.4802,59.3833,81.4715
225,ASSET_B,101.9635,0.0917,0.0173,stress,-0.8157,76.9536,57.1179,23.4357,142.2034,152.0431,426.9708,41.8926,81.6022,72.2944,60.8861
226,ASSET_B,101.7323,0.0651,0.0359,stress,0.8709,76.6409,111.5442,272.741,88.7269,16.7548,17.6574,59.323,244.2992,45.566,61.35
227,ASSET_D,106.0024,0.0353,0.022,normal,-0.1682,49.8271,94.3496,64.2248,45.5063,116.4712,102.9676,242.0845,66.0885,83.1781,48.0677
228,ASSET_D,106.2621,0.0368,0.0234,normal,0.9039,70.2591,202.5096,102.1007,153.7871,136.1655,24.1776,31.5999,97.6275,161.5834,90.5082
229,ASSET_A,99.8783,0.042,0.0234,stress,0.1556,71.9861,109.9341,141.0846,96.6344,155.983,74.8392,26.0012,67.8456,72.5174,59.1169
230,ASSET_E,108.0847,0.0451,0.0134,normal,0.5892,11.0025,138.5385,6.5338,75.0547,273.0243,153.7753,47.0625,9.5187,92.3558,68.4482
231,ASSET_E,107.8723,0.0326,0.0287,normal,-0.7476,53.2474,89.899,117.47,41.7667,73.0291,108.5811,166.1506,28.1924,84.6173,48.0026
232,ASSET_C,104.2854,0.0463,0.032,normal,-0.124,48.2195,76.4407,55.7154,175.1874,61.4875,55.579,150.4942,148.184,86.1614,84.8719
233,ASSET_A,99.7738,0.0308,0.0383,normal,-0.3622,69.2437,18.1678,79.3495,22.3484,90.2241,17.1039,75.3826,3.597,80.1108,30.0687
234,ASSET_D,106.1944,0.0294,0.017,normal,0.0715,89.1781,13.7494,155.3688,104.1327,89.1712,264.0696,194.5692,37.8755,206.7937,153.4634
235,ASSET_C,104.3417,0.0439,0.0467,normal,0.1097,180.0072,10.7401,5.7124,168.705,149.99,27.9267,116.8318,139.9971,42.5916,70.7672
236,ASSET_A,99.4738,0.0346,0.0382,normal,-0.2232,108.4693,78.9809,11.6822,87.9646,84.3567,25.5151,4.5139,264.0223,239.9734,71.6261
237,ASSET_A,99.7299,0.0264,0.0233,normal,0.0039,151.0337,35.1699,232.7523,66.7829,102.8994,122.5994,204.2219,44.1253,260.686,32.9622
238,ASSET_A,99.7726,0.0237,0.0225,normal,0.4898,64.4442,97.4287,96.8135,83.5615,56.0033,170.4269,93.4285,194.7965,55.8479,36.6854
239,ASSET_C,103.8651,0.0346,0.0144,normal,-0.227,132.6215,40.6814,129.1499,109.7923,48.8711,205.2058,122.5414,112.9875,107.4188,91.2627
240,ASSET_A,99.8357,0.0139,0.0466,normal,0.6178,46.0251,47.1631,76.381,107.8472,532.688,41.7652,239.9319,27.4871,127.6183,41.1933
241,ASSET_B,102.0113,0.0244,0.0143,normal,0.6334,43.7222,60.3079,113.2247,31.6371,172.5999,116.3485,172.1044,41.0008,86.0456,12.597
242,ASSET_C,104.7643,0.0898,0.0293,stress,-0.8034,170.0953,32.5099,23.41,53.743,215.2409,53.4344,163.1328,175.5378,88.8315,135.6801
243,ASSET_A,100.0466,0.0115,0.04,normal,0.7281,58.6603,45.9422,167.7518,193.9574,28.8202,155.6484,67.3811,50.4437,115.4262,48.467
244,ASSET_D,106.5948,0.0469,0.0419,normal,-0.2432,151.6855,103.756,72.4667,74.5138,52.0934,59.0973,34.2797,30.8617,76.8895,23.7434
245,ASSET_A,100.1406,0.0362,0.0224,normal,0.9184,130.3002,114.4142,49.1205,84.5969,73.2454,29.7516,86.5498,92.5381,77.5639,44.8113
246,ASSET_D,106.0605,0.0143,0.0118,normal,-0.8315,3.3904,15.7519,129.306,25.4018,48.5624,118.3144,29.3364,169.0906,80.7631,59.3873
247,ASSET_A,100.0042,0.0222,0.0182,normal,-0.6901,100.9128,73.4409,73.2322,73.2012,272.2305,123.6078,97.3164,69.6833,33.7166,167.0285
248,ASSET_B,102.2515,0.0288,0.0397,normal,0.0087,45.9931,6.3871,15.0268,93.0457,44.2699,76.2905,27.9395,79.4603,98.3603,42.2693
249,ASSET_C,104.4229,0.0238,0.0253,normal,0.5165,103.3133,53.6234,41.6422,20.7051,9.3494,21.0574,30.1652,85.4019,180.3438,131.0534
250,ASSET_B,101.8915,0.0316,0.0249,stress,-0.5281,74.4114,144.2744,106.7204,108.9029,69.5903,91.8566,159.1854,196.1243,34.4369,78.9829
251,ASSET_A,99.2908,0.0265,0.0458,normal,0.4516,52.5856,27.9714,83.5061,22.7974,152.8152,46.6698,103.7253,52.4191,177.1077,32.6356
252,ASSET_D,105.9985,0.0207,0.0212,normal,0.8229,217.9647,329.4189,67.8909,43.7321,152.4242,131.691,147.476,124.4871,64.8359,196.4272
253,ASSET_B,102.9942,0.0427,0.0471,normal,-0.8577,35.1934,48.4571,46.4649,86.9594,67.157,79.3269,78.3109,119.7643,239.8557,70.0645
254,ASSET_C,103.9317,0.0198,0.0127,normal,-0.6029,86.8172,11.1644,136.9006,175.8868,289.5545,59.9993,135.5209,56.8567,262.1855,26.6306
255,ASSET_A,100.5416,0.0168,0.0286,normal,0.936,3.3777,188.5397,35.2661,97.8331,33.0359,51.7703,49.0947,20.5212,69.4308,48.7602
256,ASSET_D,106.0342,0.0447,0.0439,normal,0.6142,76.522,23.8735,64.3903,157.8292,50.7564,173.6217,101.2796,268.8699,63.4337,113.8877
257,ASSET_A,99.8113,0.0272,0.0133,normal,0.829,85.5448,114.1278,123.8182,25.2863,11.4762,139.5264,30.5203,189.472,140.1225,134.7482
258,ASSET_B,101.8186,0.0346,0.0451,normal,0.2424,175.7359,94.4201,126.5771,352.9358,228.8032,15.9859,145.5139,39.8898,50.5066,83.183
259,ASSET_C,104.292,0.09,0.044,stress,0.5793,23.6778,55.3768,51.9354,186.9664,116.5118,22.1515,56.1331,2.3645,10.7812,116.0994
260,ASSET_A,99.7128,0.0277,0.0386,normal,-0.7047,85.5422,49.9804,138.8216,111.0766,42.5869,96.4852,77.3945,194.9408,21.1327,26.1535
261,ASSET_D,106.0539,0.0916,0.0475,stress,0.9434,232.9754,11.4837,107.6045,70.6533,59.9283,84.5254,28.2725,236.9205,354.5793,201.3708
262,ASSET_C,104.0857,0.0333,0.0152,normal,0.9213,124.9862,19.5021,98.385,38.6588,106.085,64.3593,79.2705,38.5785,58.1423,205.9543
263,ASSET_C,103.9687,0.0232,0.048,normal,-0.9537,59.5671,68.6071,27.4655,85.4408,80.7189,24.0088,71.3115,139.8925,87.6569,38.5888
264,ASSET_E,108.0655,0.0143,0.011,normal,-0.7564,196.4464,136.5102,79.4183,188.8543,80.8267,74.6653,234.9927,39.1409,61.9026,62.3921
265,ASSET_D,106.3606,0.0173,0.0455,normal,-0.7032,39.0963,89.2782,97.2454,41.0502,193.4051,99.5727,18.9331,81.9926,43.7877,62.4137
266,ASSET_E,108.7707,0.0418,0.0476,normal,-0.6526,44.7784,53.3934,88.6036,105.7363,17.5631,82.753,117.1661,223.6424,156.5278,49.1796
267,ASSET_A,100.194,0.0571,0.0397,stress,0.6781,16.6235,29.8448,92.7082,18.2728,58.6435,63.7449,71.4798,46.5897,48.9703,110.6871
268,ASSET_A,99.6723,0.0225,0.0361,normal,0.8567,153.2828,104.8365,77.653,211.0484,71.1449,148.9838,90.9481,24.4704,71.6731,56.4935
269,ASSET_C,104.2306,0.097,0.0163,stress,0.8311,33.7909,77.4997,99.5039,93.6755,377.5006,168.6897,112.5466,109.8588,63.9675,80.6328
270,ASSET_E,107.7654,0.0403,0.0267,normal,-0.5026,101.7938,54.4217,44.58,81.5888,116.1123,142.0999,87.0032,69.6322,149.1107,53.3322
271,ASSET_D,105.9114,0.0463,0.0145,normal,-0.901,8.1811,23.8625,42.6891,45.7077,104.3678,32.8752,174.5388,129.6982,62.3375,66.9883
272,ASSET_A,99.2847,0.0958,0.0414,stress,0.385,84.6739,21.8291,53.4986,308.1763,79.6172,167.5108,38.817,316.2726,24.2942,109.9022
273,ASSET_D,106.1387,0.0432,0.0257,normal,0.2863,64.7732,116.5835,32.7441,128.2135,128.5649,215.5502,19.3237,194.2111,10.0678,150.5609
274,ASSET_E,107.4716,0.0353,0.0395,normal,0.3475,52.7063,83.0492,30.5921,89.5354,58.2715,299.216,201.1039,72.977,91.5976,53.8344
275,ASSET_C,104.1866,0.0269,0.0216,normal,0.0585,87.7866,38.8037,60.2784,65.7728,51.8069,81.8091,100.2281,250.4779,90.8841,112.9719
276,ASSET_A,100.4819,0.0348,0.039,normal,0.8591,92.9303,274.1516,173.1174,16.3237,92.1339,51.9044,11.3179,145.3069,329.8208,46.3331
277,ASSET_A,100.0638,0.0244,0.0111,normal,-0.9983,110.3384,32.0995,93.2995,73.8984,14.2741,74.5065,114.4317,52.3779,38.7514,35.0718
278,ASSET_D,106.1905,0.0232,0.0297,normal,-0.6864,56.2548,118.9679,97.2428,43.6674,146.9876,52.0925,33.5597,47.8976,137.5933,85.2021
279,ASSET_B,102.3213,0.048,0.0422,normal,0.6462,29.6199,182.6711,135.4456,51.3924,35.7524,33.5314,40.6772,38.9176,22.6172,161.2226
280,ASSET_A,99.5832,0.0364,0.0378,normal,0.0478,13.7288,108.6026,148.919,154.5171,40.2222,40.286,19.1084,32.0584,13.9322,291.5864
281,ASSET_A,100.6035,0.0601,0.0453,stress,0.072,55.5774,118.9951,159.3369,98.3838,101.1192,170.5423,388.9581,108.5709,56.7063,75.3597
282,ASSET_B,102.7134,0.0523,0.0335,stress,0.2627,50.5322,28.9373,66.0991,78.6214,88.9579,118.086,15.1405,111.3556,185.9374,58.774
283,ASSET_C,104.032,0.0104,0.0205,normal,0.9637,79.3454,61.5989,95.3918,107.685,84.3004,109.837,88.9502,218.6534,195.4831,29.4269
284,ASSET_D,105.8346,0.0254,0.0281,normal,0.8442,102.8475,78.1579,42.6474,122.8121,103.8599,28.8104,23.5068,108.2168,139.4095,14.0899
285,ASSET_E,108.0618,0.0118,0.031,normal,0.1184,118.5027,2.7148,59.9557,301.2301,170.8002,156.6163,93.9957,83.3391,64.1235,126.6064
286,ASSET_A,100.2297,0.0536,0.0307,stress,-0.5649,136.7444,76.406,29.8977,50.1744,35.34,70.4191,58.5864,59.3912,118.374,102.0079
287,ASSET_D,105.9895,0.0344,0.0135,normal,0.134,85.5841,50.538,196.1813,117.5787,104.0043,63.2897,349.621,49.0643,136.3371,126.0022
288,ASSET_B,101.4729,0.0103,0.0347,normal,-0.9737,62.3533,33.1348,51.6732,161.6495,66.9817,16.9616,122.7067,57.9205,59.0018,149.6966
289,ASSET_E,108.0156,0.0503,0.0384,stress,-0.8425,135.1285,24.0043,176.6656,105.2914,54.7195,265.6654,55.3424,104.8928,223.0658,232.118
290,ASSET_D,105.4647,0.0191,0.0393,normal,-0.3283,156.1585,37.3587,24.8375,85.5123,49.8682,78.3538,65.9241,82.1006,155.6953,220.8165
291,ASSET_A,99.875,0.0441,0.0131,normal,-0.9555,44.1371,18.9178,181.0859,11.6754,44.4163,210.9066,14.0999,86.6089,239.0577,77.9908
292,ASSET_C,103.4515,0.017,0.035,normal,-0.6171,61.2388,34.3262,196.1586,90.6439,72.3472,48.6247,117.9347,23.7934,13.1824,428.2244
293,ASSET_A,99.4324,0.0397,0.0477,normal,-0.4708,30.3103,45.2294,76.9024,121.1029,97.9119,108.9042,176.9999,32.4039,336.6535,40.1367
294,ASSET_E,108.102,0.028,0.017,normal,-0.3905,24.7274,145.9765,51.9126,55.0431,74.2892,18.605,151.5053,352.8292,90.5148,77.2515
295,ASSET_A,100.6027,0.0169,0.0474,normal,0.2078,187.0625,113.3375,4.0073,137.8222,91.3797,131.3607,42.4065,52.7876,228.6579,113.5589
296,ASSET_B,102.2771,0.0453,0.0387,normal,0.5464,14.9018,62.8521,47.9764,37.054,13.3653,207.5936,86.9906,21.6369,56.1977,117.521
297,ASSET_D,106.6096,0.0163,0.0476,normal,-0.7208,52.6641,30.1117,69.3482,101.1256,29.1161,71.4346,126.9949,92.6472,74.0656,140.2327
298,ASSET_B,102.613,0.0469,0.0362,normal,-0.0516,72.0932,54.4992,56.4571,259.6285,40.0999,62.7023,204.7008,58.5789,35.2326,51.1801
299,ASSET_E,108.0168,0.0323,0.0105,normal,0.9788,121.8014,25.4441,151.2412,38.5164,8.2079,15.4898,52.1941,38.5819,271.4204,73.4976
300,ASSET_A,99.7757,0.0105,0.0444,normal,0.8897,46.8484,22.1343,55.6879,41.7697,16.2807,205.3993,107.7878,323.0275,255.5012,98.2533
301,ASSET_B,102.156,0.0288,0.0123,normal,-0.0237,69.507,32.847,68.0377,195.1964,19.9247,186.427,142.8418,71.4725,138.8025,125.2375
302,ASSET_D,106.0166,0.0683,0.0242,stress,-0.4953,384.4656,88.6056,48.8555,70.5251,116.6122,142.1295,338.2963,19.1833,30.6311,83.2157
303,ASSET_D,106.0808,0.0504,0.0138,stress,0.2862,188.3403,113.4478,38.6763,101.0326,51.0558,112.4563,188.034,120.1506,41.7467,97.7308
304,ASSET_C,103.4098,0.0103,0.0489,normal,0.4344,234.8558,203.9465,78.8075,59.8366,76.1529,192.2965,81.6061,33.8597,37.9014,209.5744
305,ASSET_D,106.282,0.0116,0.0367,normal,0.9972,23.0705,73.3938,49.7282,46.0022,77.4071,191.5352,114.2113,173.973,20.7786,106.6229
306,ASSET_C,104.0721,0.0192,0.0106,normal,0.9211,191.5386,222.2052,25.2173,191.2832,42.9006,63.677,98.6499,231.9103,60.4574,92.2756
307,ASSET_A,100.0398,0.0259,0.0478,stress,0.9418,92.2426,40.242,171.0561,41.6025,83.055,30.0551,109.7306,70.6924,135.8664,104.2459
308,ASSET_E,107.9003,0.0228,0.0233,normal,0.1679,71.023,37.9357,26.9881,47.7188,39.0479,53.9107,77.2157,266.9267,73.9589,120.7612
309,ASSET_E,107.9974,0.0134,0.0149,normal,0.5936,164.387,118.3009,223.0882,3.5806,97.9819,227.2574,14.5967,86.6303,53.5588,40.0816
310,ASSET_A,99.8051,0.0483,0.029,normal,0.0072,88.6399,34.0996,35.4432,67.8363,6.5295,120.7345,127.1571,80.6989,35.4468,102.3355
311,ASSET_E,108.0381,0.0435,0.0211,normal,-0.2649,177.4319,238.4003,78.8323,85.0058,62.8119,241.136,18.6569,300.2157,48.193,95.8914
312,ASSET_C,104.2473,0.0562,0.0324,stress,0.9568,55.5901,181.7556,81.684,61.9581,178.0797,75.4891,76.8782,114.4814,72.0585,132.9842
313,ASSET_D,105.8241,0.0456,0.0272,normal,0.1702,99.0516,38.6233,241.2835,190.0929,19.2067,83.611,173.268,92.1062,56.1906,110.215
314,ASSET_A,99.7884,0.0247,0.0389,stress,-0.5376,126.1219,23.998,165.0344,4.5368,45.874,77.9265,222.4863,57.0081,150.6708,33.5619
315,ASSET_A,100.0732,0.0111,0.0191,normal,0.9435,30.2709,26.2818,265.7981,72.4232,81.5482,23.3839,105.1694,84.6587,337.4632,80.3507
316,ASSET_B,101.9629,0.0457,0.0452,normal,-0.8894,22.3154,105.5607,143.4628,14.4557,73.0839,51.3027,24.3162,16.0371,16.394,195.9526
317,ASSET_D,105.9494,0.0248,0.0205,stress,0.5146,13.2596,47.3581,38.8724,48.0387,49.4137,91.0524,71.2865,178.2532,195.9772,110.0562
318,ASSET_E,108.4697,0.0289,0.0243,normal,-0.1203,42.7372,120.8062,49.7594,168.4276,73.8086,115.8819,113.4611,105.5965,74.0471,30.5231
319,ASSET_C,104.8291,0.0367,0.0373,normal,-0.0356,55.8237,29.8684,69.1109,119.1168,57.4512,54.8249,118.2995,64.3344,61.0817,114.7952
320,ASSET_E,108.1513,0.05,0.0343,normal,0.3122,76.9177,45.1197,262.9116,164.3091,59.7416,193.1042,22.5636,84.8018,57.3651,114.5507
321,ASSET_C,103.8865,0.0122,0.0185,normal,0.7236,35.7877,75.4493,44.7835,151.5469,34.5558,110.2616,45.6175,16.7438,53.5039,54.4624
322,ASSET_E,108.0986,0.0382,0.0442,normal,-0.8165,49.366,225.18,108.0951,52.4961,216.4001,29.2829,39.0901,98.0972,10.2532,114.1924
323,ASSET_A,100.2569,0.0738,0.0169,stress,-0.7081,467.1031,71.1614,49.6139,69.3015,216.0169,104.2369,159.5599,70.8331,75.7122,114.7053
324,ASSET_C,103.6849,0.025,0.0337,normal,-0.0825,63.3381,186.3849,14.6539,158.1067,174.1127,158.8977,72.6409,4.3874,298.1008,74.8785
325,ASSET_B,102.0332,0.0452,0.0409,normal,-0.9384,112.3849,88.184,176.9422,63.6529,186.0688,60.0718,48.4869,78.3104,99.1717,126.4966
326,ASSET_B,102.2425,0.0968,0.0244,stress,-0.7333,299.6323,24.1322,55.3355,12.5776,173.2739,80.9116,54.4779,157.2805,27.0087,47.1734
327,ASSET_E,108.2429,0.0372,0.0454,normal,0.7129,29.4956,121.892,150.2871,59.1877,190.3838,99.8103,24.0873,102.6554,62.6826,189.3612
328,ASSET_C,104.6757,0.0386,0.0405,normal,0.13,25.9549,33.4504,20.9297,75.8376,26.2339,66.2618,134.3635,232.0305,106.0099,31.6719
329,ASSET_B,102.3479,0.0227,0.0237,normal,0.7809,60.3807,27.0455,47.8789,57.3832,65.87,39.7422,104.8534,62.2989,243.2093,152.4566
330,ASSET_E,108.3555,0.0158,0.0448,normal,0.1095,115.3998,81.0137,53.6054,230.711,93.0243,19.8249,112.1397,120.1808,74.5813,22.422
331,ASSET_D,106.4171,0.0499,0.0472,normal,0.3803,60.772,58.6539,244.5684,115.7574,11.025,105.8216,98.5161,42.0218,125.5491,92.9881
332,ASSET_A,100.2349,0.0159,0.0437,normal,0.692,92.6395,17.7949,73.6417,47.1484,192.6604,30.3309,76.0003,152.8736,4.2855,193.5363
333,ASSET_E,108.2241,0.0204,0.0466,normal,0.9825,19.2955,1.3946,75.0334,58.0599,27.1363,43.2276,202.7846,106.584,196.2965,331.3031
334,ASSET_E,107.9668,0.0317,0.0103,normal,-0.3437,48.4321,93.4389,87.0806,130.0384,41.5449,75.4039,40.3183,19.0213,41.5524,133.781
335,ASSET_B,101.756,0.0349,0.0269,normal,0.1351,29.6162,35.6843,103.1912,144.1884,199.8222,101.2896,151.4077,9.0306,135.1103,71.8878
336,ASSET_C,104.0066,0.0465,0.0475,normal,-0.0394,66.5106,129.005,131.8447,166.1643,134.3833,151.0715,51.1895,139.8546,75.2225,48.6057
337,ASSET_B,101.6243,0.0496,0.031,normal,0.3245,42.2869,111.2277,51.914,18.5419,57.4163,133.9244,194.344,61.5644,48.5537,50.7754
338,ASSET_A,99.9004,0.0486,0.0327,normal,-0.9356,17.8948,49.5699,77.996,24.3243,85.7576,89.7045,220.1007,323.5756,48.608,74.4146
339,ASSET_C,103.5773,0.0637,0.0365,stress,-0.9222,96.3416,65.4334,51.0961,74.982,73.6469,131.7984,47.6407,108.8097,59.9893,35.0004
340,ASSET_E,107.7295,0.0454,0.0458,normal,0.1458,196.3443,74.3341,83.666,33.9532,67.0882,65.0233,72.6946,43.569,81.3578,58.7027
