timestamp,asset,type,side,price,size,regime
795,ASSET_D,MARKET_ORDER,sell,105.251,80.7837,normal
798,ASSET_B,LIMIT_ADD,buy,102.1714,133.3792,normal
799,ASSET_D,LIMIT_CANCEL,sell,106.7268,55.5174,stress
800,ASSET_B,MARKET_ORDER,sell,101.8061,95.0524,stress
801,ASSET_E,LIMIT_ADD,buy,107.821,96.2139,normal
803,ASSET_A,MARKET_ORDER,buy,99.4715,74.396,normal
806,ASSET_B,LIMIT_ADD,sell,102.913,107.5347,normal
807,ASSET_D,LIMIT_ADD,buy,106.1505,97.2784,stress
810,ASSET_A,MARKET_ORDER,buy,99.6973,87.25,normal
811,ASSET_A,MARKET_ORDER,sell,99.9742,146.232,normal
813,ASSET_C,MARKET_ORDER,buy,103.4054,103.7595,normal
814,ASSET_B,LIMIT_ADD,buy,101.4537,74.3957,normal
817,ASSET_D,LIMIT_ADD,sell,106.1541,74.2824,normal
820,ASSET_D,LIMIT_ADD,sell,106.2985,99.1566,normal
821,ASSET_A,LIMIT_ADD,buy,100.3467,123.9022,stress
824,ASSET_D,LIMIT_ADD,buy,105.765,118.4628,normal
826,ASSET_C,REGIME_SWITCH,sell,104.4473,78.1645,normal
829,ASSET_B,LIMIT_ADD,sell,102.0658,73.7896,normal
830,ASSET_C,REGIME_SWITCH,sell,103.5185,48.4567,normal
833,ASSET_C,LIMIT_ADD,buy,103.4505,115.3142,normal
836,ASSET_A,LIMIT_ADD,buy,100.5428,64.1901,normal
837,ASSET_E,MARKET_ORDER,sell,107.5829,79.3227,normal
838,ASSET_E,REGIME_SWITCH,sell,107.7295,64.6178,normal
840,ASSET_D,MARKET_ORDER,buy,105.874,87.6909,stress
843,ASSET_A,LIMIT_ADD,sell,99.9559,81.3185,normal
845,ASSET_C,LIMIT_ADD,buy,103.8817,85.6476,stress
847,ASSET_D,LIMIT_ADD,buy,106.0367,22.0335,normal
850,ASSET_E,MARKET_ORDER,buy,108.0206,89.0779,normal
853,ASSET_A,LIMIT_CANCEL,buy,99.7292,64.4772,normal
854,ASSET_D,MARKET_ORDER,buy,105.5729,51.6655,stress
855,ASSET_E,MARKET_ORDER,sell,108.7377,129.2304,normal
857,ASSET_A,LIMIT_CANCEL,buy,99.4145,108.5657,normal
859,ASSET_E,LIMIT_ADD,sell,108.6703,112.9574,normal
862,ASSET_B,LIMIT_CANCEL,sell,102.0774,75.2752,normal
863,ASSET_E,LIMIT_ADD,buy,107.5776,59.6568,stress
866,ASSET_C,LIMIT_ADD,sell,103.2311,119.2429,normal
869,ASSET_B,MARKET_ORDER,sell,102.2152,50.7649,normal
870,ASSET_B,LIMIT_ADD,buy,102.3818,121.3562,normal
872,ASSET_B,LIMIT_CANCEL,sell,101.1596,74.1234,normal
875,ASSET_E,MARKET_ORDER,sell,107.8113,65.8451,normal
878,ASSET_B,MARKET_ORDER,sell,101.8425,83.5882,normal
881,ASSET_E,LIMIT_CANCEL,sell,108.1215,86.8232,normal
884,ASSET_D,MARKET_ORDER,sell,105.9988,98.6239,normal
887,ASSET_A,MARKET_ORDER,buy,100.1789,110.9393,normal
889,ASSET_E,LIMIT_ADD,buy,108.2203,162.5463,stress
891,ASSET_C,LIMIT_ADD,buy,103.7216,86.437,normal
892,ASSET_B,MARKET_ORDER,buy,102.416,108.6561,stress
895,ASSET_E,LIMIT_CANCEL,buy,108.449,99.6032,stress
896,ASSET_C,LIMIT_ADD,sell,105.3045,70.8797,normal
897,ASSET_D,LIMIT_ADD,sell,105.6191,47.4696,normal
899,ASSET_D,MARKET_ORDER,buy,105.5421,133.1174,normal
901,ASSET_C,MARKET_ORDER,sell,103.8803,24.9185,normal
903,ASSET_D,LIMIT_ADD,sell,105.4405,123.692,normal
904,ASSET_D,LIMIT_ADD,sell,105.2011,83.4423,stress
905,ASSET_D,REGIME_SWITCH,buy,105.7039,65.9243,normal
908,ASSET_B,LIMIT_CANCEL,buy,102.296,85.5524,normal
910,ASSET_D,LIMIT_CANCEL,buy,106.1641,52.7347,normal
913,ASSET_B,LIMIT_ADD,buy,100.9644,54.1341,stress
914,ASSET_D,LIMIT_CANCEL,buy,106.0361,120.2348,normal
916,ASSET_C,MARKET_ORDER,sell,104.3398,118.9596,normal
919,ASSET_C,REGIME_SWITCH,sell,104.4654,129.1023,normal
921,ASSET_B,MARKET_ORDER,sell,101.587,85.325,normal
924,ASSET_A,LIMIT_ADD,buy,99.9207,119.4167,normal
926,ASSET_C,LIMIT_ADD,buy,103.7777,111.7317,normal
928,ASSET_C,LIMIT_CANCEL,sell,104.4139,53.3425,normal
929,ASSET_A,MARKET_ORDER,sell,99.9981,102.7778,normal
932,ASSET_E,LIMIT_ADD,buy,107.6971,101.6167,normal
933,ASSET_E,LIMIT_ADD,buy,108.9907,0.1,normal
935,ASSET_E,LIMIT_ADD,buy,107.501,65.399,normal
937,ASSET_C,LIMIT_CANCEL,sell,104.7433,101.3753,normal
938,ASSET_C,LIMIT_ADD,buy,102.8843,97.7613,normal
939,ASSET_E,LIMIT_CANCEL,sell,107.8123,92.2171,normal
942,ASSET_C,MARKET_ORDER,sell,104.2381,99.3562,normal
943,ASSET_A,MARKET_ORDER,buy,100.2415,77.1902,stress
944,ASSET_D,LIMIT_ADD,sell,105.4228,116.6746,normal
946,ASSET_E,MARKET_ORDER,buy,108.1545,143.2253,normal
948,ASSET_B,LIMIT_ADD,buy,101.6478,98.026,normal
950,ASSET_E,MARKET_ORDER,sell,107.3992,79.6603,stress
951,ASSET_D,LIMIT_ADD,sell,105.8186,99.5723,normal
954,ASSET_D,MARKET_ORDER,buy,106.7014,103.3675,normal
956,ASSET_B,LIMIT_CANCEL,buy,101.4424,112.0465,normal
957,ASSET_C,MARKET_ORDER,buy,103.251,87.247,stress
958,ASSET_C,MARKET_ORDER,buy,104.5141,84.7478,normal
961,ASSET_A,LIMIT_ADD,buy,100.6222,120.4711,normal
964,ASSET_B,MARKET_ORDER,sell,101.8189,122.7813,normal
967,ASSET_B,LIMIT_ADD,sell,101.3292,125.2315,normal
969,ASSET_B,MARKET_ORDER,sell,101.7835,89.8904,stress
972,ASSET_B,MARKET_ORDER,sell,101.6799,63.0381,normal
974,ASSET_C,MARKET_ORDER,buy,103.0614,77.8805,stress
977,ASSET_A,MARKET_ORDER,sell,99.5503,36.8563,normal
979,ASSET_D,MARKET_ORDER,sell,105.2061,108.0624,normal
980,ASSET_A,LIMIT_ADD,buy,99.4723,43.5422,stress
983,ASSET_C,MARKET_ORDER,sell,103.8129,135.6297,normal
986,ASSET_B,LIMIT_CANCEL,sell,102.4158,44.5555,normal
987,ASSET_B,LIMIT_CANCEL,sell,102.4381,131.7833,normal
990,ASSET_A,LIMIT_CANCEL,buy,100.2268,58.8911,normal
992,ASSET_D,LIMIT_ADD,sell,106.1254,90.8278,normal
995,ASSET_C,LIMIT_ADD,sell,103.9154,115.2326,normal
997,ASSET_A,MARKET_ORDER,buy,99.8585,153.7877,stress
1000,ASSET_C,LIMIT_ADD,sell,103.5969,74.364,normal
1002,ASSET_E,MARKET_ORDER,buy,107.7671,91.4366,normal
1004,ASSET_E,MARKET_ORDER,sell,108.9587,101.804,normal
1007,ASSET_E,LIMIT_ADD,buy,108.643,68.1715,normal
1008,ASSET_B,LIMIT_ADD,buy,102.2625,76.028,normal
1009,ASSET_A,MARKET_ORDER,sell,100.1252,103.3795,normal
1010,ASSET_D,LIMIT_ADD,buy,105.9773,135.0423,normal
1012,ASSET_E,MARKET_ORDER,buy,107.8292,82.1205,normal
1014,ASSET_C,LIMIT_ADD,sell,103.5724,127.3756,stress
1017,ASSET_B,LIMIT_ADD,buy,101.6626,45.0765,normal
1020,ASSET_C,MARKET_ORDER,buy,103.9947,70.3911,stress
1022,ASSET_B,LIMIT_ADD,buy,102.2866,101.1348,stress
1023,ASSET_E,LIMIT_ADD,sell,108.4269,92.4744,stress
1024,ASSET_D,LIMIT_CANCEL,sell,106.3818,102.0174,normal
1027,ASSET_B,MARKET_ORDER,buy,101.5146,184.1156,normal
1029,ASSET_A,LIMIT_ADD,sell,99.6936,107.2725,normal
1031,ASSET_D,MARKET_ORDER,buy,105.9565,95.7585,stress
1034,ASSET_C,LIMIT_ADD,sell,103.831,76.2655,normal
1036,ASSET_D,LIMIT_ADD,buy,106.405,108.6666,normal
1037,ASSET_D,LIMIT_ADD,buy,106.3863,165.1605,stress
1039,ASSET_B,LIMIT_ADD,buy,102.5596,108.739,normal
1040,ASSET_A,MARKET_ORDER,buy,99.7452,141.9239,normal
1043,ASSET_B,LIMIT_ADD,buy,101.9206,91.928,normal
1045,ASSET_A,LIMIT_ADD,sell,99.2327,61.5256,stress
1048,ASSET_A,LIMIT_ADD,buy,100.2259,134.0588,normal
1050,ASSET_E,LIMIT_ADD,sell,108.3309,106.1419,normal
1052,ASSET_D,LIMIT_CANCEL,sell,106.773,101.9801,normal
1055,ASSET_B,LIMIT_ADD,buy,102.0385,134.1271,normal
1058,ASSET_E,MARKET_ORDER,buy,108.2771,79.3097,normal
1059,ASSET_D,REGIME_SWITCH,sell,105.3947,78.4832,normal
1061,ASSET_E,LIMIT_ADD,buy,107.6464,80.6912,normal
1064,ASSET_D,MARKET_ORDER,sell,106.5513,110.2522,normal
1066,ASSET_E,LIMIT_ADD,sell,108.4133,8.9754,stress
1067,ASSET_B,MARKET_ORDER,buy,101.5727,140.9666,normal
1070,ASSET_D,MARKET_ORDER,sell,106.6807,95.6437,normal
1071,ASSET_E,LIMIT_ADD,buy,107.1589,54.4943,stress
1073,ASSET_E,LIMIT_ADD,buy,107.9497,55.0745,normal
1074,ASSET_A,LIMIT_CANCEL,buy,99.6347,121.6415,normal
1076,ASSET_E,REGIME_SWITCH,sell,107.9326,55.3493,stress
1077,ASSET_C,LIMIT_CANCEL,buy,103.7984,116.5855,normal
1078,ASSET_A,LIMIT_ADD,sell,100.0403,121.9419,normal
1080,ASSET_E,MARKET_ORDER,buy,107.4295,92.847,normal
1082,ASSET_B,MARKET_ORDER,buy,100.9083,107.9418,normal
1083,ASSET_D,LIMIT_ADD,sell,106.396,134.013,stress
1084,ASSET_B,MARKET_ORDER,sell,102.5427,108.2261,normal
1085,ASSET_E,MARKET_ORDER,buy,108.2269,49.444,normal
1087,ASSET_A,REGIME_SWITCH,sell,100.0746,85.3073,normal
1088,ASSET_A,LIMIT_ADD,buy,99.8593,107.6884,stress
1089,ASSET_D,MARKET_ORDER,buy,105.6137,91.5805,normal
1091,ASSET_E,LIMIT_CANCEL,sell,107.8429,77.375,stress
1094,ASSET_A,MARKET_ORDER,buy,100.2973,90.0753,normal
1096,ASSET_E,LIMIT_ADD,buy,106.8466,68.2163,normal
1098,ASSET_D,LIMIT_ADD,buy,106.2693,120.6146,stress
1099,ASSET_A,LIMIT_CANCEL,buy,99.7729,116.1717,normal
1100,ASSET_D,LIMIT_ADD,buy,106.0992,55.3955,stress
1101,ASSET_A,LIMIT_CANCEL,buy,100.3172,87.7743,normal
1102,ASSET_D,LIMIT_ADD,sell,107.2044,95.9544,normal
1104,ASSET_A,LIMIT_ADD,sell,99.7043,61.955,stress
1107,ASSET_C,LIMIT_ADD,buy,104.0008,151.1374,normal
1110,ASSET_E,LIMIT_ADD,buy,108.175,76.9151,normal
1112,ASSET_B,LIMIT_ADD,sell,102.1683,99.1355,normal
1115,ASSET_B,LIMIT_CANCEL,sell,101.1111,173.7651,stress
1118,ASSET_E,MARKET_ORDER,sell,108.1382,87.5203,normal
1119,ASSET_C,REGIME_SWITCH,buy,103.8091,78.855,normal
1122,ASSET_E,LIMIT_ADD,sell,108.1582,126.0214,normal
1124,ASSET_D,MARKET_ORDER,buy,105.4591,101.2099,stress
1125,ASSET_A,MARKET_ORDER,buy,99.9604,72.4405,normal
1127,ASSET_E,LIMIT_CANCEL,sell,106.7135,104.9496,normal
1130,ASSET_C,LIMIT_ADD,sell,105.0278,66.7925,normal
1131,ASSET_A,LIMIT_ADD,buy,99.7116,97.6981,stress
1133,ASSET_C,REGIME_SWITCH,sell,104.5082,68.0673,normal
1134,ASSET_B,MARKET_ORDER,buy,102.0801,78.8481,normal
1136,ASSET_E,MARKET_ORDER,buy,108.2316,104.0816,normal
1138,ASSET_D,LIMIT_ADD,buy,106.118,115.5176,stress
1139,ASSET_D,LIMIT_CANCEL,sell,106.9734,66.0232,normal
1141,ASSET_E,LIMIT_ADD,sell,107.7495,87.8297,normal
1142,ASSET_E,MARKET_ORDER,buy,107.5396,158.7036,normal
1144,ASSET_E,REGIME_SWITCH,buy,108.1461,108.6449,normal
1145,ASSET_A,MARKET_ORDER,sell,99.4153,105.5781,normal
1146,ASSET_B,MARKET_ORDER,buy,102.222,91.8619,normal
1147,ASSET_C,MARKET_ORDER,buy,104.4952,90.3051,normal
1148,ASSET_C,MARKET_ORDER,buy,103.518,139.4412,normal
1151,ASSET_C,LIMIT_CANCEL,buy,104.3298,47.3534,normal
1153,ASSET_E,LIMIT_ADD,sell,108.2796,113.4133,stress
1154,ASSET_A,LIMIT_ADD,sell,100.1297,111.7301,normal
1155,ASSET_B,MARKET_ORDER,sell,102.4704,53.2915,normal
1157,ASSET_B,MARKET_ORDER,sell,102.1079,81.1809,normal
1159,ASSET_B,LIMIT_ADD,buy,101.6002,92.2319,normal
1162,ASSET_E,LIMIT_ADD,sell,107.1504,73.8609,normal
1165,ASSET_D,LIMIT_ADD,sell,105.9012,153.2557,normal
1168,ASSET_D,MARKET_ORDER,buy,105.5624,109.8075,normal
1171,ASSET_B,LIMIT_ADD,sell,100.8806,143.3602,normal
1174,ASSET_B,LIMIT_ADD,buy,101.8804,69.4195,normal
1175,ASSET_D,MARKET_ORDER,buy,106.203,73.5586,normal
1176,ASSET_E,MARKET_ORDER,buy,108.2997,121.2726,normal
1179,ASSET_B,MARKET_ORDER,sell,102.406,85.6171,normal
1181,ASSET_B,MARKET_ORDER,sell,102.0683,117.2982,normal
1182,ASSET_D,MARKET_ORDER,buy,106.171,128.0446,normal
1183,ASSET_B,LIMIT_ADD,buy,102.223,101.7902,normal
1185,ASSET_B,LIMIT_ADD,sell,102.1963,91.5824,normal
1187,ASSET_C,MARKET_ORDER,buy,104.0767,88.411,normal
1190,ASSET_E,LIMIT_CANCEL,buy,108.3905,88.8283,normal
1193,ASSET_C,LIMIT_CANCEL,sell,104.1291,113.9629,normal
1194,ASSET_C,LIMIT_CANCEL,sell,103.2104,96.6781,normal
1195,ASSET_B,LIMIT_CANCEL,buy,102.233,87.5252,normal
1196,ASSET_C,LIMIT_ADD,sell,103.2508,186.4112,normal
1197,ASSET_A,LIMIT_CANCEL,sell,99.5089,66.1126,normal
1199,ASSET_E,MARKET_ORDER,buy,107.6628,122.9522,stress
1201,ASSET_E,LIMIT_ADD,buy,108.7176,61.4072,normal
1203,ASSET_B,MARKET_ORDER,buy,102.5673,147.2397,normal
1204,ASSET_A,MARKET_ORDER,sell,99.5816,130.2938,normal
1205,ASSET_B,LIMIT_ADD,buy,101.9221,41.339,normal
1206,ASSET_E,LIMIT_CANCEL,buy,107.6215,114.8439,normal
1207,ASSET_D,MARKET_ORDER,buy,106.2113,95.4986,normal
1210,ASSET_B,LIMIT_ADD,sell,102.1403,130.6731,normal
1213,ASSET_C,LIMIT_ADD,sell,104.7489,60.8258,normal
1214,ASSET_B,LIMIT_CANCEL,sell,102.1806,78.9454,normal
1216,ASSET_D,LIMIT_ADD,buy,104.8356,67.2437,normal
1218,ASSET_B,LIMIT_CANCEL,buy,100.6692,127.002,normal
1220,ASSET_D,LIMIT_ADD,sell,107.02,103.3649,normal
1222,ASSET_E,MARKET_ORDER,sell,107.7013,139.8901,stress
1225,ASSET_C,MARKET_ORDER,buy,104.1284,87.1493,stress
1227,ASSET_A,REGIME_SWITCH,buy,100.81,79.0014,normal
1229,ASSET_E,LIMIT_ADD,sell,107.4374,46.4522,normal
1232,ASSET_B,LIMIT_ADD,sell,102.3186,40.536,normal
1233,ASSET_C,MARKET_ORDER,buy,103.7399,124.5103,normal
1235,ASSET_C,LIMIT_ADD,sell,104.6195,99.278,normal
1236,ASSET_B,LIMIT_ADD,buy,102.1565,114.1588,normal
1237,ASSET_A,LIMIT_ADD,sell,100.9887,79.6995,normal
1238,ASSET_E,MARKET_ORDER,sell,108.6876,125.5726,normal
1240,ASSET_D,REGIME_SWITCH,buy,105.7846,122.7447,normal
1243,ASSET_E,LIMIT_ADD,buy,106.9553,58.7992,normal
1244,ASSET_E,LIMIT_ADD,sell,108.1199,31.1294,stress
1245,ASSET_B,LIMIT_ADD,buy,100.5893,96.1528,normal
1248,ASSET_E,MARKET_ORDER,buy,107.828,100.4215,normal
1251,ASSET_D,LIMIT_CANCEL,sell,105.9048,0.1,normal
1252,ASSET_A,LIMIT_CANCEL,sell,100.1034,84.7563,normal
1254,ASSET_C,LIMIT_CANCEL,sell,103.2449,97.2065,normal
1257,ASSET_E,MARKET_ORDER,buy,108.2212,95.7218,normal
1260,ASSET_C,LIMIT_ADD,sell,103.8323,156.027,normal
1263,ASSET_E,LIMIT_CANCEL,buy,108.5667,85.1779,normal
1264,ASSET_D,LIMIT_ADD,buy,105.4034,117.2862,normal
1265,ASSET_D,LIMIT_ADD,buy,105.5711,103.882,normal
1268,ASSET_D,MARKET_ORDER,sell,105.2769,137.4032,normal
1271,ASSET_D,LIMIT_CANCEL,buy,106.4496,89.563,normal
1274,ASSET_C,REGIME_SWITCH,buy,104.1456,120.1094,normal
1277,ASSET_D,LIMIT_CANCEL,buy,106.4492,102.0164,normal
1280,ASSET_A,LIMIT_ADD,buy,99.5483,97.0949,normal
1281,ASSET_D,LIMIT_CANCEL,sell,105.6044,112.8454,normal
1282,ASSET_E,LIMIT_CANCEL,sell,108.4355,135.9751,normal
1285,ASSET_D,LIMIT_ADD,sell,105.0578,114.1199,normal
1287,ASSET_B,LIMIT_ADD,buy,101.7019,54.0513,normal
1290,ASSET_A,LIMIT_CANCEL,sell,100.6915,102.5324,stress
1291,ASSET_B,LIMIT_CANCEL,sell,101.4397,93.8784,stress
1293,ASSET_E,LIMIT_ADD,sell,108.8565,70.2843,normal
1294,ASSET_E,MARKET_ORDER,sell,108.0995,70.1194,normal
1296,ASSET_B,MARKET_ORDER,sell,103.0866,45.3036,stress
1298,ASSET_E,LIMIT_CANCEL,buy,107.8941,113.2129,normal
1301,ASSET_B,LIMIT_ADD,sell,102.0511,54.2556,normal
1304,ASSET_A,MARKET_ORDER,buy,99.988,113.6891,stress
1307,ASSET_D,LIMIT_CANCEL,buy,105.8838,146.8846,normal
1308,ASSET_B,MARKET_ORDER,buy,101.7836,106.3646,normal
1310,ASSET_E,LIMIT_ADD,sell,108.6101,86.0721,normal
1312,ASSET_D,LIMIT_CANCEL,buy,105.5793,60.2774,normal
1314,ASSET_C,MARKET_ORDER,sell,104.1066,102.23,normal
1315,ASSET_A,LIMIT_CANCEL,sell,100.1291,59.9956,normal
1316,ASSET_C,MARKET_ORDER,buy,104.4337,114.1375,stress
1318,ASSET_C,MARKET_ORDER,sell,104.0457,133.7482,normal
1319,ASSET_C,LIMIT_ADD,sell,103.5942,116.4498,stress
1320,ASSET_A,LIMIT_ADD,sell,100.1208,95.6964,stress
1322,ASSET_A,LIMIT_ADD,buy,101.0109,96.3579,normal
1323,ASSET_A,LIMIT_CANCEL,sell,100.8384,90.746,stress
1325,ASSET_E,LIMIT_ADD,buy,107.8538,112.5501,normal
1328,ASSET_E,MARKET_ORDER,sell,107.4513,160.9055,normal
1329,ASSET_E,MARKET_ORDER,sell,107.6326,138.2154,normal
1331,ASSET_C,MARKET_ORDER,buy,103.9925,142.4362,normal
1333,ASSET_E,LIMIT_CANCEL,buy,108.6888,114.1231,stress
1335,ASSET_B,MARKET_ORDER,buy,102.5311,133.5846,normal
1338,ASSET_D,MARKET_ORDER,buy,105.9078,101.3562,normal
1341,ASSET_A,MARKET_ORDER,buy,99.9897,126.9223,normal
1344,ASSET_C,LIMIT_ADD,buy,104.1556,125.3533,normal
1346,ASSET_C,MARKET_ORDER,sell,104.3094,77.0216,normal
1348,ASSET_B,LIMIT_ADD,buy,102.1202,96.1712,normal
1349,ASSET_B,LIMIT_CANCEL,buy,101.4815,76.3419,normal
1352,ASSET_C,MARKET_ORDER,buy,104.0129,84.1674,stress
1353,ASSET_D,LIMIT_ADD,sell,105.3315,100.0582,stress
1356,ASSET_C,LIMIT_CANCEL,buy,104.1356,159.0828,stress
1359,ASSET_A,LIMIT_CANCEL,buy,99.7036,66.9997,normal
1362,ASSET_E,MARKET_ORDER,buy,107.2941,89.5326,normal
1364,ASSET_A,LIMIT_ADD,buy,99.8253,134.7703,normal
1366,ASSET_A,LIMIT_ADD,sell,100.9264,148.3104,normal
1368,ASSET_E,LIMIT_CANCEL,buy,108.4009,101.576,normal
1370,ASSET_E,LIMIT_ADD,sell,108.0898,128.8139,normal
1373,ASSET_D,LIMIT_CANCEL,sell,106.7968,83.8347,normal
1375,ASSET_C,LIMIT_ADD,sell,104.3179,101.9027,normal
1378,ASSET_A,REGIME_SWITCH,sell,98.7149,109.7732,normal
1381,ASSET_A,LIMIT_ADD,sell,99.9795,167.2565,normal
1384,ASSET_A,LIMIT_ADD,buy,100.0758,88.6747,stress
1386,ASSET_E,LIMIT_ADD,sell,108.3134,91.4875,normal
1388,ASSET_E,MARKET_ORDER,sell,107.5177,79.6888,normal
1389,ASSET_B,MARKET_ORDER,buy,102.046,71.5655,normal
1390,ASSET_E,LIMIT_ADD,buy,107.1625,95.9398,normal
1392,ASSET_A,MARKET_ORDER,sell,99.5858,121.3083,normal
1393,ASSET_A,MARKET_ORDER,sell,99.8339,122.4315,normal
1394,ASSET_C,LIMIT_ADD,buy,103.3486,83.2531,normal
1395,ASSET_A,MARKET_ORDER,sell,99.5167,58.1168,normal
1396,ASSET_C,LIMIT_ADD,buy,103.6684,112.4286,normal
1397,ASSET_B,LIMIT_CANCEL,buy,101.8168,120.8677,normal
1398,ASSET_D,LIMIT_ADD,buy,105.7174,86.2001,normal
1399,ASSET_A,LIMIT_CANCEL,buy,100.5434,111.6623,normal
1400,ASSET_D,LIMIT_ADD,buy,106.0765,133.0977,normal
1401,ASSET_C,LIMIT_ADD,sell,102.8977,91.4073,normal
1404,ASSET_E,LIMIT_ADD,buy,108.7428,138.9309,normal
1405,ASSET_C,LIMIT_ADD,sell,104.1976,91.5902,normal
1408,ASSET_A,LIMIT_ADD,buy,100.31,119.9422,normal
1411,ASSET_E,LIMIT_ADD,sell,108.1338,94.4926,normal
1414,ASSET_A,LIMIT_ADD,sell,101.3603,61.8023,stress
1415,ASSET_C,MARKET_ORDER,buy,104.0555,79.1062,normal
1417,ASSET_C,LIMIT_ADD,buy,104.0068,96.1125,normal
1418,ASSET_C,MARKET_ORDER,buy,104.0936,123.8808,normal
1420,ASSET_E,MARKET_ORDER,sell,107.3051,87.8483,normal
1423,ASSET_A,REGIME_SWITCH,sell,99.9971,111.1452,stress
1425,ASSET_D,MARKET_ORDER,buy,106.3331,109.1014,normal
1427,ASSET_A,MARKET_ORDER,buy,100.4163,121.9477,normal
1430,ASSET_E,LIMIT_ADD,buy,108.2871,139.9009,normal
1431,ASSET_B,LIMIT_ADD,sell,102.2918,143.53,normal
1434,ASSET_E,MARKET_ORDER,sell,108.2639,70.1331,normal
1437,ASSET_B,LIMIT_ADD,buy,101.204,63.2231,normal
1440,ASSET_E,LIMIT_ADD,sell,108.0992,109.1089,normal
1443,ASSET_E,LIMIT_ADD,sell,108.2338,118.8547,stress
1445,ASSET_E,LIMIT_ADD,sell,108.7146,171.4737,normal
1446,ASSET_E,MARKET_ORDER,sell,108.0673,119.6123,normal
1448,ASSET_C,REGIME_SWITCH,buy,104.0227,86.6509,normal
1450,ASSET_D,MARKET_ORDER,buy,106.1729,52.2567,stress
1453,ASSET_D,LIMIT_CANCEL,buy,106.7295,106.7636,normal
1454,ASSET_A,MARKET_ORDER,sell,99.8806,88.995,stress
1457,ASSET_E,LIMIT_ADD,buy,108.3093,119.5449,stress
1459,ASSET_C,MARKET_ORDER,sell,103.9522,59.0328,normal
1462,ASSET_A,LIMIT_CANCEL,sell,99.4529,106.9776,normal
1463,ASSET_D,REGIME_SWITCH,buy,106.7362,92.6642,normal
1465,ASSET_D,LIMIT_CANCEL,sell,106.0506,83.3727,normal
1467,ASSET_D,LIMIT_ADD,buy,105.996,60.3013,stress
1469,ASSET_D,LIMIT_ADD,sell,106.3758,107.3577,normal
1472,ASSET_A,LIMIT_CANCEL,buy,99.9158,96.7887,normal
1473,ASSET_B,LIMIT_ADD,buy,101.9395,108.1813,normal
1476,ASSET_D,LIMIT_ADD,sell,106.6089,151.4032,normal
1477,ASSET_D,LIMIT_ADD,buy,106.5522,64.5824,stress
1478,ASSET_B,MARKET_ORDER,sell,102.4065,137.7988,normal
1479,ASSET_C,LIMIT_ADD,buy,103.6331,117.0172,normal
1482,ASSET_B,LIMIT_ADD,buy,102.2881,141.9382,normal
1484,ASSET_E,LIMIT_CANCEL,buy,108.1915,69.6112,normal
1486,ASSET_E,MARKET_ORDER,sell,108.3896,96.0991,normal
1487,ASSET_A,MARKET_ORDER,buy,99.4331,117.0139,normal
1489,ASSET_A,LIMIT_ADD,sell,100.4294,99.2373,stress
1490,ASSET_E,LIMIT_ADD,sell,107.2578,52.9917,normal
1492,ASSET_D,MARKET_ORDER,sell,105.3647,142.4074,normal
1493,ASSET_D,LIMIT_CANCEL,buy,105.7386,148.7832,stress
1494,ASSET_D,MARKET_ORDER,buy,106.6222,139.2832,normal
1497,ASSET_A,LIMIT_ADD,buy,100.6542,98.8433,normal
1499,ASSET_C,LIMIT_CANCEL,sell,103.8894,76.3717,stress
1502,ASSET_C,LIMIT_CANCEL,buy,103.0759,135.9364,normal
1503,ASSET_E,LIMIT_CANCEL,sell,108.3705,120.4026,normal
1506,ASSET_E,MARKET_ORDER,sell,108.2189,98.2186,normal
1509,ASSET_E,MARKET_ORDER,sell,109.0736,56.1576,normal
1510,ASSET_A,MARKET_ORDER,buy,100.1675,109.5884,normal
1512,ASSET_A,LIMIT_ADD,buy,99.5674,113.6367,normal
1514,ASSET_A,LIMIT_CANCEL,sell,100.1458,62.4772,normal
1515,ASSET_B,MARKET_ORDER,buy,101.9204,94.9306,normal
1518,ASSET_A,MARKET_ORDER,buy,101.0837,101.9026,normal
1519,ASSET_A,LIMIT_CANCEL,sell,99.0746,150.024,normal
1521,ASSET_E,LIMIT_CANCEL,sell,108.0963,65.9511,normal
1524,ASSET_C,LIMIT_CANCEL,buy,103.9119,67.1995,normal
1526,ASSET_D,LIMIT_ADD,buy,105.6665,35.958,normal
1529,ASSET_B,LIMIT_ADD,buy,101.9778,149.1384,normal
1531,ASSET_A,MARKET_ORDER,buy,100.2974,84.94,normal
1533,ASSET_E,LIMIT_ADD,buy,107.4901,77.6334,normal
1535,ASSET_E,MARKET_ORDER,buy,108.1818,65.9784,normal
1536,ASSET_B,LIMIT_ADD,buy,101.5976,199.3338,normal
1539,ASSET_E,REGIME_SWITCH,buy,107.5161,63.4557,normal
1540,ASSET_A,LIMIT_ADD,buy,99.977,99.1713,normal
1542,ASSET_C,REGIME_SWITCH,sell,104.1289,102.0041,normal
1545,ASSET_D,LIMIT_CANCEL,buy,105.7023,103.0076,normal
1546,ASSET_D,MARKET_ORDER,sell,105.8639,113.2248,normal
1548,ASSET_E,MARKET_ORDER,sell,107.7853,90.7994,normal
1549,ASSET_B,MARKET_ORDER,buy,102.113,119.83,stress
1550,ASSET_B,LIMIT_ADD,sell,101.9602,114.0472,normal
1552,ASSET_A,LIMIT_ADD,buy,99.7647,122.6873,normal
1553,ASSET_D,MARKET_ORDER,sell,104.9925,93.2997,normal
1556,ASSET_C,LIMIT_CANCEL,sell,104.5374,73.9199,normal
